session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
3,54,7d8w3922,8,postexp,Pref2,1549386670,132,1,False
3,54,7d8w3922,9,postexp,Demographics,1549386728,58,1,False
3,54,7d8w3922,10,postexp,ResultsTask,1549386735,7,1,False
3,54,7d8w3922,11,postexp,Results,1549386771,36,1,False
3,55,y2rwj4fj,1,tt,Instructions,1549447042,54340,1,False
3,55,y2rwj4fj,2,tt,Task,1549447115,73,1,False
3,55,y2rwj4fj,3,tt,BeliefInstructions,1549447134,19,1,False
3,55,y2rwj4fj,4,tt,Beliefs,1549447216,82,1,False
3,55,y2rwj4fj,5,wordscra,Task,1549447290,74,1,False
3,55,y2rwj4fj,6,postexp,Risk,1549447301,11,1,False
3,55,y2rwj4fj,7,postexp,Pref1,1549447348,47,1,False
3,55,y2rwj4fj,8,postexp,Pref2,1549447374,26,1,False
3,55,y2rwj4fj,9,postexp,Demographics,1549447479,105,1,False
3,55,y2rwj4fj,10,postexp,ResultsTask,1549447499,20,1,False
3,55,y2rwj4fj,11,postexp,Results,1549447549,50,1,False
3,56,61mjvw28,1,tt,Instructions,1549394673,106,1,False
3,56,61mjvw28,2,tt,Task,1549394900,227,1,False
3,56,61mjvw28,3,tt,BeliefInstructions,1549394953,53,1,False
3,56,61mjvw28,4,tt,Beliefs,1549395026,73,1,False
3,56,61mjvw28,5,wordscra,Task,1549395349,323,1,False
3,56,61mjvw28,6,postexp,Risk,1549395375,26,1,False
3,56,61mjvw28,7,postexp,Pref1,1549395479,104,1,False
3,56,61mjvw28,8,postexp,Pref2,1549395510,31,1,False
3,56,61mjvw28,9,postexp,Demographics,1549395565,55,1,False
3,56,61mjvw28,10,postexp,ResultsTask,1549395581,16,1,False
3,56,61mjvw28,11,postexp,Results,1549395661,80,1,False
3,59,ikj9omf9,1,tt,Instructions,1549396328,150,1,False
3,59,ikj9omf9,2,tt,Task,1549396391,63,1,False
3,59,ikj9omf9,3,tt,BeliefInstructions,1549396428,37,1,False
3,59,ikj9omf9,4,tt,Beliefs,1549396492,64,1,False
3,59,ikj9omf9,5,wordscra,Task,1549396729,237,1,False
3,59,ikj9omf9,6,postexp,Risk,1549396742,13,1,False
3,59,ikj9omf9,7,postexp,Pref1,1549396838,96,1,False
3,59,ikj9omf9,8,postexp,Pref2,1549396895,57,1,False
3,59,ikj9omf9,9,postexp,Demographics,1549396991,96,1,False
3,59,ikj9omf9,10,postexp,ResultsTask,1549397003,12,1,False
